title,director,year,genre,country
['Американские приключения'],"['Саммо Хун', 'Лау Кавин']",['1997'],"['боевик', 'приключенческий фильм', 'исторический фильм']",['Гонконг']
['Ангелы смерти (фильм)'],['Юрий Озеров'],['1993'],"['драма', 'военный фильм']","['Россия', 'Сирия']"
['Ангелы падают'],['Ральф Хемекер'],"['29 января', '2007']","['триллер', ' / ', 'драма', ' / ', 'мелодрама']","['\xa0', 'США']"
"['Ангелы у кромки поля (фильм, 1994)']",['Уильям Дир'],['1994'],"['семейный фильм', ', ', 'комедия']",['США']
"['Ангелы Чарли (фильм, 2000)']",['Макджи'],['2000'],"['приключения', 'комедия', 'боевик']",['США']
['Ангелы с грязными лицами'],['Майкл Кёртис'],"['1938', '26 ноября', '1938', '7 мая', '1965']","['гангстерская', ' ', 'драма']","['\xa0', 'США']"
['Ангелы и насекомые'],[],['1995'],['драма'],"[' ', 'США', ' ', 'Великобритания', 'Канада', 'Великобритания', 'Франция', 'Испания', 'Великобритания', 'США', 'Австралия', 'Венгрия', 'Аргентина', 'Нидерланды']"
['Ангелы и демоны (фильм)'],['Рон Ховард'],['2009'],"['приключения', ', ', 'триллер']",['США']
['Ангелы революции'],['Алексей Федорченко'],"['2014', 'Новая газета']",['романтическая драма'],['Россия']
['Антропофаг (фильм)'],"[""Джо Д'Амато""]",['1980'],['фильм ужасов'],['Италия']
['Антошу корсет погубил'],['Эдвард Пухальский'],['1916'],['комедия'],['Российская империя']
['Антуан и Антуанетта'],['Жак Беккер'],['1947'],['комедия'],['Франция']
['Антракт (фильм)'],['Рене Клер'],['1924'],"['фэнтезийный фильм', 'немое кино']",['Франция']
['Антропоид (фильм)'],[],['2016'],['военная драма'],"['Чехия', ' ', 'Великобритания', ' ', 'Франция']"
['Антрацит (фильм)'],['Александр Сурин'],['1971'],"['социальная драма,  производственный фильм']",['СССР']
['Антураж (фильм)'],['Даг Эллин'],['2015'],"['комедия', 'драма']",['США']
"['Антон Шпелец, снайпер']",['Мартин Фрич'],['1932'],['комедия'],['Чехословакия']
"['Антоний и Клеопатра (фильм, 1972)']",['Чарлтон Хестон'],['1972'],['мелодрама'],['Великобритания']
['Антон тут рядом'],['Любовь Аркус'],['2012'],['документальное кино'],['Россия']
['Антония: Портрет женщины'],['\n'],['1974'],['документальный'],['США']
['Антония (фильм)'],['Марлен Горрис'],['1995'],"['драма', ', ', 'комедия']","['Нидерланды', 'Бельгия', 'Великобритания']"
['Антон Чехов (фильм)'],['Рене Фере'],['2015'],"['драма', ', ', 'биография', ', ', 'исторический']",['Франция']
"['Антоний и Клеопатра (фильм, 1908)']",['Чарльз Кент'],['1908'],"['короткометражный', ', ', 'драма']",['США']
['Антоша Рыбкин'],['Константин Юдин'],['1942'],"['военный фильм', 'комедия']",['СССР']
"['Антитела (фильм, 2005)']",['Кристиан Альварт'],['2005'],"['триллер', ', ', 'ужасы', ', ', 'драма']","[' ', 'Германия']"
['Антифауст'],['Георг Фризен'],[],"['мистика, драма']","['Россия', 'Германия']"
"['Антихрист (фильм, 1915)']",['Эдвард Пухальский'],['1915'],['фантастическая драма'],['Российская империя']
['Антон Иванович сердится'],['Александр Ивановский'],['1941'],['комедия'],"['\xa0', 'СССР']"
['Антисекс (фильм)'],"['Ренато Кастеллани', ' ', 'Марко Феррери', ' ', 'Франко Росси']",['1964'],['драма'],"['Италия', ' ', 'Франция']"
['Антикиллер Д. К.'],['Эльдар Салаватов'],['2009'],"['Боевик', '  ', 'Детектив']",['Россия']
['Антимоз Ивериели (фильм)'],['Гиули Чохонелидзе'],['2001'],['Исторический'],['Грузия']
"['Антихрист (фильм, 2009)']",['Ларс фон Триер'],"['18 мая', '2009', '18 ноября', '2010', '10 сентября', '2009']","['драма', 'ужасы']","['\xa0', 'Франция', '\xa0', 'Германия', '\xa0', 'Италия', '\xa0', 'Швеция', '\xa0', 'Дания', '\xa0', 'Польша']"
['Антарктическая повесть'],['Сергей Тарасов'],['1979'],"['драма', ', ', 'приключения']",['СССР']
['Антивирус (фильм)'],[' Брэндон Кроненберг '],['2012'],"['фильм ужасов', 'антиутопический фильм', 'научно-фантастический фильм', 'биопанк']","['\n', 'Канада', '\n', 'Франция']"
['Антидурь'],['Владимир Щегольков'],['2007'],"['комедия', ' ', 'боевик']",['Россия']
"['Антенна (фильм, 2007)']",['Эстебан Сапир'],"['24 января', '2007', '2006', '19 апреля', '2007']","['фэнтезийный фильм', 'научно-фантастический фильм', 'драматический фильм']","['\xa0', 'Аргентина']"
['Антек-полицмейстер'],['Юлиуш Гардан'],['1935'],['комедия'],"['Польша', 'Польша', 'СССР']"
['Антебеллум'],"['Джерард Буш ', ' Кристофер Ренц']",['2020'],['психологический триллер'],['США']
['Антикиллер 2: Антитеррор'],['Егор Михалков-Кончаловский'],['2003'],['Боевик'],['Россия']
['Антикиллер'],['Егор Кончаловский'],['2002'],['боевик'],['Россия']
['Аноним (фильм)'],['Роланд Эммерих'],['2011'],['фильм-биография'],"['Германия', ' ', 'Великобритания', ' ', 'США']"
['Антарктическая история'],['Корэёси Курахара'],['1983'],"['приключенческий фильм', 'драматический фильм']","['\xa0', 'Япония']"
['Ансамбль (фильм)'],['Ави Нешер'],['1978'],"['комедия', 'драма', 'мюзикл']",['Израиль']
